Date,Temp,EC,Turbidity
2055-03-27 00:04,85.00,0.00,1843.25
2055-03-27 00:24,85.00,0.00,1843.00
2055-03-27 00:45,85.00,0.00,1838.50
2055-03-27 01:05,85.00,0.00,1841.50
2055-03-27 01:26,85.00,0.00,1841.75
2055-03-27 01:47,85.00,0.00,1842.75
2055-03-27 02:07,85.00,0.00,1840.00
2055-03-27 02:28,85.00,0.00,1845.25
2055-03-27 02:48,85.00,0.00,1847.00
2055-03-27 03:09,85.00,0.00,1848.50
2055-03-27 03:30,85.00,0.00,1848.00
2055-03-27 03:50,85.00,0.00,1850.50
2055-03-27 04:11,85.00,0.00,1849.50
2055-03-27 04:31,85.00,0.00,1852.00
2055-03-27 04:52,85.00,0.00,1851.75
2055-03-27 05:12,85.00,0.00,1855.50
2055-03-27 05:33,85.00,0.00,1852.25
2055-03-27 05:54,85.00,0.00,1852.00
2055-03-27 06:14,85.00,0.00,1854.00
2055-03-27 06:35,85.00,0.00,1853.00
2055-03-27 06:55,85.00,0.00,1852.00
2055-03-27 07:16,85.00,0.00,1852.75
2055-03-27 07:36,85.00,0.00,1853.75
2055-03-27 07:57,85.00,0.00,1852.75
2055-03-27 08:18,85.00,0.00,1853.50
2055-03-27 08:38,85.00,0.00,1852.50
2055-03-27 08:59,85.00,0.00,1853.50
2055-03-27 09:19,85.00,0.00,1854.25
2055-03-27 09:40,85.00,0.00,1852.75
2055-03-27 10:00,85.00,0.00,1853.25
2055-03-27 10:21,85.00,0.00,1851.00
2055-03-27 10:41,85.00,0.00,1852.25
2055-03-27 11:02,85.00,0.00,1851.75
2055-03-27 11:22,85.00,0.00,1852.75
2055-03-27 11:43,85.00,0.00,1853.25
2055-03-27 12:03,85.00,0.00,1850.75
2055-03-27 12:24,85.00,0.00,1851.50
2055-03-27 12:45,85.00,0.00,1851.75
2055-03-27 13:05,85.00,0.00,1851.25
2055-03-27 13:26,85.00,0.00,1850.50
2055-03-27 13:46,85.00,0.00,1850.00
2055-03-27 14:07,85.00,0.00,1849.75
2055-03-27 14:27,85.00,0.00,1852.25
2055-03-27 14:48,85.00,0.00,1850.25
2055-03-27 15:08,85.00,0.00,1849.00
2055-03-27 15:29,85.00,0.00,1851.00
2055-03-27 15:49,85.00,0.00,1849.25
2055-03-27 16:10,85.00,0.00,1849.00
2055-03-27 16:30,85.00,0.00,1848.00
2055-03-27 16:51,85.00,0.00,1851.75
2055-03-27 17:11,85.00,0.00,1851.50
2055-03-27 17:32,85.00,0.00,1851.25
2055-03-27 17:52,85.00,0.00,1850.00
2055-03-27 18:13,-1000.00,0.00,1848.50
2055-03-27 18:33,85.00,0.00,1848.50
2055-03-27 18:54,85.00,0.00,1850.25
2055-03-27 19:14,85.00,0.00,1850.50
2055-03-27 19:35,85.00,0.00,1848.50
2055-03-27 19:55,85.00,0.00,1850.50
2055-03-27 20:16,85.00,0.00,1851.50
2055-03-27 20:36,85.00,0.00,1850.25
2055-03-27 20:57,85.00,0.00,1850.50
2055-03-27 21:17,85.00,0.00,1852.75
2055-03-27 21:38,85.00,0.00,1855.50
2055-03-27 21:58,85.00,0.00,1854.00
2055-03-27 22:19,85.00,0.00,1858.75
2055-03-27 22:39,85.00,0.00,1859.00
2055-03-27 23:00,85.00,0.00,1859.75
2055-03-27 23:20,85.00,0.00,1861.25
2055-03-27 23:41,85.00,0.00,1861.75
