Date,Temp,EC,Turbidity
2055-03-18 04:57,85.00,0.00,1820.75
2055-03-18 05:03,85.00,0.00,1815.50
2055-03-18 05:06,85.00,0.00,1811.75
2055-03-18 05:26,85.00,0.00,1817.50
2055-03-18 05:47,85.00,0.00,1815.50
2055-03-18 06:07,85.00,0.00,1811.00
2055-03-18 06:28,85.00,0.00,1814.50
2055-03-18 06:48,85.00,0.00,1809.00
2055-03-18 07:09,85.00,0.00,1806.75
2055-03-18 07:29,85.00,0.00,1802.25
2055-03-18 07:50,85.00,0.00,1800.00
2055-03-18 08:11,85.00,0.00,1798.00
2055-03-18 08:31,85.00,0.00,1796.75
2055-03-18 08:52,85.00,0.00,1794.00
2055-03-18 09:12,85.00,0.00,1794.25
2055-03-18 09:33,85.00,0.00,1794.00
2055-03-18 09:53,85.00,0.00,1792.50
2055-03-18 10:14,85.00,0.00,1789.75
2055-03-18 10:34,85.00,0.00,1788.50
2055-03-18 10:55,85.00,0.00,1787.25
2055-03-18 11:15,85.00,0.00,1785.25
2055-03-18 11:36,85.00,0.00,1783.00
2055-03-18 11:56,85.00,0.00,1781.00
2055-03-18 12:17,85.00,0.00,1779.00
2055-03-18 12:37,85.00,0.00,1777.00
2055-03-18 12:58,85.00,0.00,1775.75
2055-03-18 13:18,85.00,0.00,1774.25
2055-03-18 13:39,85.00,0.00,1770.25
2055-03-18 13:59,85.00,0.00,1769.25
2055-03-18 14:20,85.00,0.00,1766.25
2055-03-18 14:40,85.00,0.00,1766.25
2055-03-18 15:01,85.00,0.00,1765.50
2055-03-18 15:21,85.00,0.00,1763.25
2055-03-18 15:42,85.00,0.00,1761.75
2055-03-18 16:02,85.00,0.00,1760.25
2055-03-18 16:23,85.00,0.00,1760.75
2055-03-18 16:43,85.00,0.00,1758.50
2055-03-18 17:04,-1000.00,0.00,1758.25
2055-03-18 17:24,85.00,0.00,1759.50
2055-03-18 17:45,85.00,0.00,1758.00
2055-03-18 18:05,85.00,0.00,1757.50
2055-03-18 18:26,85.00,0.00,1756.25
2055-03-18 18:46,85.00,0.00,1754.75
2055-03-18 19:07,85.00,0.00,1756.00
2055-03-18 19:27,85.00,0.00,1755.00
2055-03-18 19:48,85.00,0.00,1755.00
2055-03-18 20:08,-1000.00,0.00,1757.50
2055-03-18 20:29,85.00,0.00,1756.75
2055-03-18 20:49,85.00,0.00,1757.75
2055-03-18 21:10,85.00,0.00,1756.75
2055-03-18 21:30,85.00,0.00,1758.00
2055-03-18 21:51,85.00,0.00,1757.75
2055-03-18 22:11,85.00,0.00,1756.75
2055-03-18 22:32,85.00,0.00,1759.00
2055-03-18 22:52,85.00,0.00,1759.75
2055-03-18 23:13,-1000.00,0.00,1763.50
2055-03-18 23:33,85.00,0.00,1763.00
2055-03-18 23:54,85.00,0.00,1766.00
