Date,Temp,EC,Turbidity
2055-03-19 00:14,85.00,0.00,1770.25
2055-03-19 00:35,85.00,0.00,1776.75
2055-03-19 00:56,85.00,0.00,1780.00
2055-03-19 01:16,85.00,0.00,1782.75
2055-03-19 01:37,85.00,0.00,1786.50
2055-03-19 01:57,85.00,0.00,1787.75
2055-03-19 02:18,85.00,0.00,1791.50
2055-03-19 02:38,85.00,0.00,1795.00
2055-03-19 02:59,85.00,0.00,1795.50
2055-03-19 03:20,85.00,0.00,1799.25
2055-03-19 03:40,85.00,0.00,1803.25
2055-03-19 04:01,85.00,0.00,1803.50
2055-03-19 04:21,-1000.00,0.00,1805.00
2055-03-19 04:42,85.00,0.00,1806.00
2055-03-19 05:02,85.00,0.00,1807.00
2055-03-19 05:23,85.00,0.00,1804.00
2055-03-19 05:44,85.00,0.00,1804.25
2055-03-19 06:04,85.00,0.00,1803.75
2055-03-19 06:25,85.00,0.00,1802.50
2055-03-19 06:45,85.00,0.00,1802.75
2055-03-19 07:06,85.00,0.00,1800.75
2055-03-19 07:26,85.00,0.00,1800.25
2055-03-19 07:47,85.00,0.00,1800.75
2055-03-19 08:07,85.00,0.00,1799.50
2055-03-19 08:28,85.00,0.00,1798.75
2055-03-19 08:48,85.00,0.00,1798.75
2055-03-19 09:09,85.00,0.00,1799.00
2055-03-19 09:30,-1000.00,0.00,1797.00
2055-03-19 09:50,85.00,0.00,1796.00
2055-03-19 10:11,85.00,0.00,1795.00
2055-03-19 10:31,85.00,0.00,1797.00
2055-03-19 10:52,85.00,0.00,1798.25
2055-03-19 11:12,85.00,0.00,1799.25
2055-03-19 11:33,85.00,0.00,1797.50
2055-03-19 11:53,85.00,0.00,1795.25
2055-03-19 12:14,85.00,0.00,1796.25
2055-03-19 12:34,-1000.00,0.00,1793.75
2055-03-19 12:55,85.00,0.00,1791.00
2055-03-19 13:15,85.00,0.00,1792.00
2055-03-19 13:36,85.00,0.00,1792.75
2055-03-19 13:56,85.00,0.00,1791.50
2055-03-19 14:17,85.00,0.00,1790.50
2055-03-19 14:37,85.00,0.00,1791.00
2055-03-19 14:58,85.00,0.00,1789.25
2055-03-19 15:18,85.00,0.00,1789.00
2055-03-19 15:39,85.00,0.00,1789.50
2055-03-19 15:59,85.00,0.00,1787.50
2055-03-19 16:20,85.00,0.00,1786.75
2055-03-19 16:40,85.00,0.00,1788.00
2055-03-19 17:01,85.00,0.00,1786.25
2055-03-19 17:21,85.00,0.00,1784.50
2055-03-19 17:42,85.00,0.00,1784.50
2055-03-19 18:03,85.00,0.00,1785.00
2055-03-19 18:23,85.00,0.00,1782.25
2055-03-19 18:44,85.00,0.00,1782.50
2055-03-19 19:04,85.00,0.00,1779.25
2055-03-19 19:25,85.00,0.00,1778.50
2055-03-19 19:45,85.00,0.00,1776.75
2055-03-19 20:06,85.00,0.00,1774.50
2055-03-19 20:26,85.00,0.00,1779.00
2055-03-19 20:47,85.00,0.00,1780.50
2055-03-19 21:07,-1000.00,0.00,1780.00
2055-03-19 21:28,85.00,0.00,1780.75
2055-03-19 21:48,85.00,0.00,1780.25
2055-03-19 22:09,85.00,0.00,1780.50
2055-03-19 22:29,85.00,0.00,1784.00
2055-03-19 22:50,85.00,0.00,1783.75
2055-03-19 23:10,-1000.00,0.00,1786.50
2055-03-19 23:31,85.00,0.00,1786.00
2055-03-19 23:51,85.00,0.00,1789.50
