Date,Temp,EC,Turbidity
2055-03-15 00:08,17.94,0.00,2140.50
2055-03-15 00:29,17.94,0.00,2182.75
2055-03-15 00:49,18.25,0.00,2188.75
2055-03-15 01:10,18.69,0.00,2163.50
2055-03-15 01:30,18.88,0.00,2150.25
2055-03-15 01:51,19.12,0.00,2146.75
2055-03-15 02:12,19.19,0.00,2142.25
2055-03-15 02:32,19.56,0.00,2143.50
2055-03-15 02:53,19.88,0.00,2146.25
2055-03-15 03:13,20.06,0.00,2143.75
2055-03-15 03:34,20.25,0.00,2140.50
2055-03-15 03:54,20.50,0.00,2131.50
2055-03-15 04:15,20.38,0.00,2119.25
2055-03-15 04:36,20.56,0.00,2111.75
2055-03-15 04:56,20.50,0.00,2112.50
2055-03-15 05:17,20.50,0.00,2115.00
2055-03-15 05:37,20.69,0.00,2111.50
2055-03-15 05:58,20.56,0.00,2105.00
2055-03-15 06:18,20.44,0.00,2102.25
2055-03-15 06:39,20.44,0.00,2093.75
2055-03-15 07:00,20.50,0.00,2087.50
2055-03-15 07:20,20.38,0.00,2080.50
2055-03-15 07:41,20.38,0.00,2067.25
2055-03-15 08:01,20.25,0.00,2058.50
2055-03-15 08:22,20.12,0.00,2048.75
2055-03-15 08:42,20.06,0.00,2042.50
2055-03-15 09:03,20.00,0.00,2035.00
2055-03-15 09:23,-1000.00,0.00,2032.25
2055-03-15 09:44,-1000.00,0.00,2025.50
2055-03-15 10:04,-1000.00,0.00,2021.00
2055-03-15 10:25,-1000.00,0.00,2014.25
2055-03-15 10:45,-1000.00,0.00,2008.75
2055-03-15 11:06,-1000.00,0.00,2003.25
2055-03-15 11:26,-1000.00,0.00,1996.75
2055-03-15 11:47,-1000.00,0.00,1990.75
2055-03-15 12:07,-1000.00,0.00,1990.50
2055-03-15 12:28,-1000.00,0.00,1981.50
2055-03-15 12:48,-1000.00,0.00,1975.00
2055-03-15 13:09,-1000.00,0.00,1972.00
2055-03-15 13:29,-1000.00,0.00,1969.50
2055-03-15 13:50,-1000.00,0.00,1971.00
2055-03-15 14:10,-1000.00,0.00,1969.50
2055-03-15 14:31,-1000.00,0.00,1971.00
2055-03-15 14:51,-1000.00,0.00,1970.75
2055-03-15 15:11,-1000.00,0.00,1975.00
2055-03-15 15:32,-1000.00,0.00,1973.50
2055-03-15 15:52,-1000.00,0.00,1973.00
2055-03-15 16:13,-1000.00,0.00,1974.25
2055-03-15 16:33,-1000.00,0.00,1972.25
2055-03-15 16:54,-1000.00,0.00,1971.00
2055-03-15 17:14,-1000.00,0.00,1972.75
2055-03-15 17:35,-1000.00,0.00,1973.25
2055-03-15 17:55,-1000.00,0.00,1971.50
2055-03-15 18:16,-1000.00,0.00,1970.50
2055-03-15 18:36,-1000.00,0.00,1968.25
2055-03-15 18:57,-1000.00,0.00,1966.00
2055-03-15 19:17,-1000.00,0.00,1965.75
2055-03-15 19:38,-1000.00,0.00,1965.00
2055-03-15 19:58,-1000.00,0.00,1965.50
2055-03-15 20:19,-1000.00,0.00,1967.50
2055-03-15 20:39,-1000.00,0.00,1968.50
2055-03-15 21:00,-1000.00,0.00,1965.75
2055-03-15 21:20,-1000.00,0.00,1961.50
2055-03-15 21:40,-1000.00,0.00,1958.50
2055-03-15 22:01,-1000.00,0.00,1964.25
2055-03-15 22:21,-1000.00,0.00,1970.75
2055-03-15 22:42,-1000.00,0.00,1976.00
2055-03-15 23:02,-1000.00,0.00,1979.00
2055-03-15 23:23,-1000.00,0.00,1979.50
2055-03-15 23:43,-1000.00,0.00,1982.75
