Date,Temp,EC,Turbidity
2055-03-14 00:12,18.06,0.00,2207.50
2055-03-14 00:32,18.19,0.00,2235.00
2055-03-14 00:53,18.50,0.00,2207.00
2055-03-14 01:13,18.50,0.00,2178.75
2055-03-14 01:34,18.81,0.00,2154.25
2055-03-14 01:54,18.81,0.00,2155.00
2055-03-14 02:15,19.00,0.00,2159.00
2055-03-14 02:36,19.31,0.00,2149.00
2055-03-14 02:56,19.56,0.00,2141.50
2055-03-14 03:17,19.69,0.00,2143.00
2055-03-14 03:37,19.75,0.00,2144.50
2055-03-14 03:58,19.88,0.00,2146.50
2055-03-14 04:18,20.00,0.00,2139.00
2055-03-14 04:39,20.06,0.00,2139.25
2055-03-14 05:00,20.06,0.00,2133.25
2055-03-14 05:20,20.12,0.00,2132.00
2055-03-14 05:41,20.12,0.00,2130.75
2055-03-14 06:01,20.19,0.00,2121.00
2055-03-14 06:22,20.19,0.00,2117.75
2055-03-14 06:42,20.25,0.00,2110.50
2055-03-14 07:03,20.19,0.00,2102.25
2055-03-14 07:23,20.19,0.00,2095.75
2055-03-14 07:44,20.06,0.00,2085.25
2055-03-14 08:04,20.06,0.00,2080.00
2055-03-14 08:25,19.94,0.00,2089.75
2055-03-14 08:45,19.88,0.00,2075.25
2055-03-14 09:06,19.69,0.00,2075.75
2055-03-14 09:27,19.62,0.00,2075.00
2055-03-14 09:47,19.69,0.00,2074.25
2055-03-14 10:08,19.69,0.00,2072.75
2055-03-14 10:28,19.50,0.00,2069.00
2055-03-14 10:49,19.56,0.00,2065.50
2055-03-14 11:09,19.50,0.00,2063.25
2055-03-14 11:30,19.44,0.00,2060.75
2055-03-14 11:50,19.38,0.00,2055.00
2055-03-14 12:11,19.31,0.00,2049.75
2055-03-14 12:31,19.06,0.00,2045.75
2055-03-14 12:52,19.00,0.00,2041.25
2055-03-14 13:12,19.12,0.00,2037.50
2055-03-14 13:33,18.81,0.00,2031.75
2055-03-14 13:53,18.88,0.00,2028.75
2055-03-14 14:14,18.81,0.00,2028.75
2055-03-14 14:34,18.75,0.00,2023.50
2055-03-14 14:55,18.62,0.00,2020.00
2055-03-14 15:15,18.38,0.00,2014.75
2055-03-14 15:36,18.50,0.00,2013.25
2055-03-14 15:56,18.31,0.00,2007.25
2055-03-14 16:17,18.25,0.00,2006.00
2055-03-14 16:37,18.19,0.00,2007.25
2055-03-14 16:58,18.12,0.00,2000.00
2055-03-14 17:18,18.06,0.00,1998.75
2055-03-14 17:39,17.94,0.00,1994.00
2055-03-14 17:59,17.88,0.00,1997.50
2055-03-14 18:20,17.81,0.00,1994.50
2055-03-14 18:40,17.75,0.00,1996.00
2055-03-14 19:01,17.69,0.00,1994.25
2055-03-14 19:21,17.62,0.00,1990.50
2055-03-14 19:41,17.50,0.00,1991.00
2055-03-14 20:02,17.44,0.00,1987.50
2055-03-14 20:22,17.38,0.00,1990.00
2055-03-14 20:43,17.31,0.00,1998.25
2055-03-14 21:03,17.12,0.00,2008.00
2055-03-14 21:24,17.25,0.00,2016.00
2055-03-14 21:44,17.31,0.00,2039.25
2055-03-14 22:05,17.31,0.00,2051.00
2055-03-14 22:25,17.31,0.00,2120.25
2055-03-14 22:46,17.50,0.00,2138.00
2055-03-14 23:07,17.62,0.00,2131.50
2055-03-14 23:27,17.75,0.00,2158.25
2055-03-14 23:48,17.75,0.00,2135.75
