Date,Temp,EC,Turbidity
2055-03-01 00:04,13.38,0.00,2062.25
2055-03-01 00:24,13.25,0.00,2069.00
2055-03-01 00:45,13.25,0.00,2083.50
2055-03-01 01:05,13.25,0.00,2081.25
2055-03-01 01:26,13.44,0.00,2082.50
2055-03-01 01:46,13.50,0.00,2089.75
2055-03-01 02:07,13.56,0.00,2087.00
2055-03-01 02:27,13.56,0.00,2083.75
2055-03-01 02:47,13.69,0.00,2080.25
2055-03-01 03:08,13.56,0.00,2080.00
2055-03-01 03:28,13.75,0.00,2081.00
2055-03-01 03:49,13.81,0.00,2080.75
2055-03-01 04:09,13.81,0.00,2081.25
2055-03-01 04:30,13.69,0.00,2081.00
2055-03-01 04:50,13.81,0.00,2082.50
2055-03-01 05:11,13.88,0.00,2083.75
2055-03-01 05:31,13.88,0.00,2084.50
2055-03-01 05:52,13.88,0.00,2084.00
2055-03-01 06:12,13.94,0.00,2083.50
2055-03-01 06:33,13.81,0.00,2076.25
2055-03-01 06:53,13.88,0.00,2066.75
2055-03-01 07:14,13.81,0.00,2055.00
2055-03-01 07:34,13.88,0.00,2045.25
2055-03-01 07:55,13.81,0.00,2038.50
2055-03-01 08:15,13.88,0.00,2029.25
2055-03-01 08:36,13.81,0.00,2020.75
2055-03-01 08:56,13.75,0.00,2014.00
2055-03-01 09:17,13.75,0.00,2010.00
2055-03-01 09:37,13.75,0.00,2005.75
2055-03-01 09:57,13.56,0.00,2005.00
2055-03-01 10:18,13.50,0.00,2006.75
2055-03-01 10:38,13.56,0.00,2010.50
2055-03-01 10:59,13.50,0.00,2013.25
2055-03-01 11:19,13.56,0.00,2013.50
2055-03-01 11:40,13.56,0.00,2017.75
2055-03-01 12:00,13.31,0.00,2022.50
2055-03-01 12:21,13.50,0.00,2025.75
2055-03-01 12:41,13.38,0.00,2027.00
2055-03-01 13:02,13.38,0.00,2032.25
2055-03-01 13:22,13.44,0.00,2034.25
2055-03-01 13:43,13.44,0.00,2036.75
2055-03-01 14:03,13.25,0.00,2040.25
2055-03-01 14:23,13.44,0.00,2044.00
2055-03-01 14:44,13.44,0.00,2047.25
2055-03-01 15:04,13.44,0.00,2049.75
2055-03-01 15:25,13.44,0.00,2053.25
2055-03-01 15:45,13.50,0.00,2057.50
2055-03-01 16:06,13.44,0.00,2060.25
2055-03-01 16:26,13.44,0.00,2058.50
2055-03-01 16:47,13.50,0.00,2058.75
2055-03-01 17:07,13.38,0.00,2058.50
2055-03-01 17:28,13.31,0.00,2059.50
2055-03-01 17:48,13.44,0.00,2059.25
2055-03-01 18:09,13.50,0.00,2064.00
2055-03-01 18:29,13.31,0.00,2065.50
2055-03-01 18:49,13.31,0.00,2066.00
2055-03-01 19:10,13.50,0.00,2066.50
2055-03-01 19:30,13.44,0.00,2070.00
2055-03-01 19:51,13.44,0.00,2071.25
2055-03-01 20:11,13.44,0.00,2075.25
2055-03-01 20:32,13.44,0.00,2073.00
2055-03-01 20:52,13.44,0.00,2073.25
2055-03-01 21:13,13.38,0.00,2066.25
2055-03-01 21:33,13.44,0.00,2074.00
2055-03-01 21:54,13.38,0.00,2089.00
2055-03-01 22:14,13.44,0.00,2114.25
2055-03-01 22:35,13.25,0.00,2166.50
2055-03-01 22:55,13.56,0.00,2209.25
2055-03-01 23:16,13.69,0.00,2174.50
2055-03-01 23:36,13.81,0.00,2212.25
2055-03-01 23:57,14.06,0.00,2196.75
