Date,Temp,EC,Turbidity,AlignDate,AlignCheck
2055-02-27 04:03:00,16.0,0.0,2034.0,2023-02-24 14:42:00,
2055-02-27 04:23:00,16.12,0.0,2031.25,2023-02-24 15:02:00,True
2055-02-27 04:44:00,16.06,0.0,2028.75,2023-02-24 15:23:00,
2055-02-27 05:04:00,16.12,0.0,2028.75,2023-02-24 15:43:00,True
2055-02-27 05:25:00,16.12,0.0,2027.75,2023-02-24 16:04:00,
2055-02-27 05:45:00,16.12,0.0,2026.0,2023-02-24 16:24:00,True
2055-02-27 06:06:00,16.12,0.0,2027.25,2023-02-24 16:45:00,
2055-02-27 06:26:00,16.0,0.0,2026.25,2023-02-24 17:05:00,True
2055-02-27 06:46:00,16.06,0.0,2025.0,2023-02-24 17:25:00,True
2055-02-27 07:07:00,15.88,0.0,2023.75,2023-02-24 17:46:00,True
2055-02-27 07:27:00,15.75,0.0,2022.5,2023-02-24 18:06:00,True
2055-02-27 07:48:00,15.81,0.0,2018.5,2023-02-24 18:27:00,True
2055-02-27 08:08:00,15.81,0.0,2014.0,2023-02-24 18:47:00,True
2055-02-27 08:29:00,15.88,0.0,2011.25,2023-02-24 19:08:00,True
2055-02-27 08:49:00,15.81,0.0,2004.75,2023-02-24 19:28:00,
2055-02-27 09:10:00,15.75,0.0,2002.75,2023-02-24 19:49:00,
2055-02-27 09:30:00,15.62,0.0,1998.75,2023-02-24 20:09:00,True
2055-02-27 09:51:00,15.69,0.0,1997.25,2023-02-24 20:30:00,True
2055-02-27 10:11:00,15.62,0.0,1996.5,2023-02-24 20:50:00,True
2055-02-27 10:32:00,15.5,0.0,1994.0,2023-02-24 21:11:00,True
2055-02-27 10:52:00,15.5,0.0,1992.25,2023-02-24 21:31:00,True
2055-02-27 11:13:00,15.38,0.0,1990.0,2023-02-24 21:52:00,
2055-02-27 11:33:00,15.44,0.0,1991.25,2023-02-24 22:12:00,
2055-02-27 11:54:00,15.44,0.0,1991.75,2023-02-24 22:33:00,
2055-02-27 12:14:00,15.25,0.0,1996.25,2023-02-24 22:53:00,True
2055-02-27 12:34:00,15.31,0.0,2002.25,2023-02-24 23:13:00,
2055-02-27 12:55:00,15.19,0.0,2008.5,2023-02-24 23:34:00,True
2055-02-27 13:15:00,15.31,0.0,2015.0,2023-02-24 23:54:00,True
2055-02-27 13:36:00,15.25,0.0,2017.75,2023-02-25 00:15:00,
2055-02-27 13:56:00,15.0,0.0,2018.25,2023-02-25 00:35:00,
2055-02-27 14:17:00,15.19,0.0,2017.0,2023-02-25 00:56:00,
2055-02-27 14:37:00,15.06,0.0,2014.5,2023-02-25 01:16:00,True
2055-02-27 14:58:00,15.06,0.0,2006.5,2023-02-25 01:37:00,
2055-02-27 15:18:00,14.94,0.0,1999.75,2023-02-25 01:57:00,True
2055-02-27 15:39:00,15.06,0.0,1996.25,2023-02-25 02:18:00,
2055-02-27 15:59:00,15.0,0.0,1992.5,2023-02-25 02:38:00,
2055-02-27 16:20:00,14.94,0.0,1992.0,2023-02-25 02:59:00,
2055-02-27 16:40:00,14.81,0.0,1989.25,2023-02-25 03:19:00,True
2055-02-27 17:01:00,15.0,0.0,1986.25,2023-02-25 03:40:00,
2055-02-27 17:21:00,14.88,0.0,1982.75,2023-02-25 04:00:00,True
2055-02-27 17:41:00,14.75,0.0,1981.5,2023-02-25 04:20:00,True
2055-02-27 18:02:00,14.81,0.0,1980.25,2023-02-25 04:41:00,True
2055-02-27 18:22:00,14.81,0.0,1979.75,2023-02-25 05:01:00,True
2055-02-27 18:43:00,14.81,0.0,1978.75,2023-02-25 05:22:00,True
2055-02-27 19:03:00,14.81,0.0,1979.5,2023-02-25 05:42:00,True
2055-02-27 19:24:00,14.81,0.0,1979.75,2023-02-25 06:03:00,
2055-02-27 19:44:00,14.81,0.0,1979.25,2023-02-25 06:23:00,True
2055-02-27 20:05:00,14.75,0.0,1980.25,2023-02-25 06:44:00,
2055-02-27 20:25:00,14.56,0.0,1980.5,2023-02-25 07:04:00,True
2055-02-27 20:46:00,14.75,0.0,1980.25,2023-02-25 07:25:00,
2055-02-27 21:06:00,14.56,0.0,1980.0,2023-02-25 07:45:00,True
2055-02-27 21:27:00,14.62,0.0,1980.5,2023-02-25 08:06:00,
2055-02-27 21:47:00,14.62,0.0,1983.0,2023-02-25 08:26:00,True
2055-02-27 22:08:00,14.62,0.0,1988.0,2023-02-25 08:47:00,
2055-02-27 22:28:00,14.56,0.0,1991.75,2023-02-25 09:07:00,True
2055-02-27 22:48:00,14.62,0.0,1998.0,2023-02-25 09:27:00,True
2055-02-27 23:09:00,14.5,0.0,2000.75,2023-02-25 09:48:00,True
2055-02-27 23:29:00,14.5,0.0,2003.5,2023-02-25 10:08:00,True
2055-02-27 23:50:00,14.62,0.0,2005.75,2023-02-25 10:29:00,True
2055-02-28 00:10:00,14.62,0.0,2008.75,2023-02-25 10:49:00,True
2055-02-28 00:31:00,14.62,0.0,2010.25,2023-02-25 11:10:00,True
2055-02-28 00:51:00,14.75,0.0,2013.0,2023-02-25 11:30:00,True
2055-02-28 01:12:00,14.75,0.0,2014.5,2023-02-25 11:51:00,True
2055-02-28 01:32:00,14.81,0.0,2020.0,2023-02-25 12:11:00,True
2055-02-28 01:53:00,14.75,0.0,2025.75,2023-02-25 12:32:00,True
2055-02-28 02:14:00,15.06,0.0,2029.25,2023-02-25 12:53:00,
2055-02-28 02:34:00,15.12,0.0,2030.25,2023-02-25 13:13:00,True
2055-02-28 02:55:00,15.19,0.0,2030.25,2023-02-25 13:34:00,
2055-02-28 03:15:00,15.31,0.0,2024.0,2023-02-25 13:54:00,True
2055-02-28 03:36:00,15.25,0.0,2023.75,2023-02-25 14:15:00,
2055-02-28 03:56:00,15.19,0.0,2021.25,2023-02-25 14:35:00,True
2055-02-28 04:17:00,15.38,0.0,2020.25,2023-02-25 14:56:00,
2055-02-28 04:37:00,15.25,0.0,2018.0,2023-02-25 15:16:00,True
2055-02-28 04:58:00,15.31,0.0,2018.25,2023-02-25 15:37:00,
2055-02-28 05:18:00,15.19,0.0,2017.5,2023-02-25 15:57:00,True
2055-02-28 05:39:00,15.31,0.0,2016.0,2023-02-25 16:18:00,
2055-02-28 05:59:00,15.19,0.0,2014.0,2023-02-25 16:38:00,True
2055-02-28 06:20:00,15.31,0.0,2007.25,2023-02-25 16:59:00,
2055-02-28 06:40:00,15.25,0.0,2004.75,2023-02-25 17:19:00,True
2055-02-28 07:00:00,15.12,0.0,2006.5,2023-02-25 17:39:00,True
2055-02-28 07:21:00,15.06,0.0,2007.5,2023-02-25 18:00:00,True
2055-02-28 07:41:00,15.25,0.0,2010.0,2023-02-25 18:20:00,True
2055-02-28 08:02:00,15.06,0.0,2022.75,2023-02-25 18:41:00,True
2055-02-28 08:22:00,15.0,0.0,2026.5,2023-02-25 19:01:00,True
2055-02-28 08:43:00,15.0,0.0,2024.0,2023-02-25 19:22:00,True
2055-02-28 09:03:00,14.75,0.0,2027.5,2023-02-25 19:42:00,True
2055-02-28 09:24:00,14.81,0.0,2032.75,2023-02-25 20:03:00,True
2055-02-28 09:44:00,14.75,0.0,2031.0,2023-02-25 20:23:00,True
2055-02-28 10:05:00,14.62,0.0,2029.75,2023-02-25 20:44:00,
2055-02-28 10:25:00,14.69,0.0,2029.75,2023-02-25 21:04:00,True
2055-02-28 10:46:00,14.56,0.0,2028.25,2023-02-25 21:25:00,
2055-02-28 11:06:00,14.5,0.0,2029.25,2023-02-25 21:45:00,True
2055-02-28 11:27:00,14.5,0.0,2029.75,2023-02-25 22:06:00,
2055-02-28 11:47:00,14.31,0.0,2028.75,2023-02-25 22:26:00,True
2055-02-28 12:07:00,14.38,0.0,2029.0,2023-02-25 22:46:00,True
2055-02-28 12:28:00,14.38,0.0,2026.75,2023-02-25 23:07:00,True
2055-02-28 12:48:00,14.31,0.0,2025.25,2023-02-25 23:27:00,True
2055-02-28 13:09:00,14.25,0.0,2024.5,2023-02-25 23:48:00,True
2055-02-28 13:29:00,14.12,0.0,2023.5,2023-02-26 00:08:00,True
2055-02-28 13:50:00,14.19,0.0,2022.75,2023-02-26 00:29:00,True
2055-02-28 14:10:00,14.19,0.0,2024.75,2023-02-26 00:49:00,True
2055-02-28 14:31:00,14.12,0.0,2026.5,2023-02-26 01:10:00,
2055-02-28 14:51:00,14.06,0.0,2028.5,2023-02-26 01:30:00,True
2055-02-28 15:12:00,14.0,0.0,2031.75,2023-02-26 01:51:00,
2055-02-28 15:32:00,13.75,0.0,2032.5,2023-02-26 02:11:00,True
2055-02-28 15:53:00,13.88,0.0,2032.5,2023-02-26 02:32:00,
2055-02-28 16:13:00,13.88,0.0,2032.75,2023-02-26 02:52:00,True
2055-02-28 16:33:00,13.81,0.0,2033.0,2023-02-26 03:12:00,True
2055-02-28 16:54:00,13.81,0.0,2032.75,2023-02-26 03:33:00,True
2055-02-28 17:14:00,13.81,0.0,2032.0,2023-02-26 03:53:00,True
2055-02-28 17:35:00,13.62,0.0,2031.0,2023-02-26 04:14:00,True
2055-02-28 17:55:00,13.75,0.0,2029.25,2023-02-26 04:34:00,True
2055-02-28 18:16:00,13.69,0.0,2028.25,2023-02-26 04:55:00,
2055-02-28 18:36:00,13.75,0.0,2027.5,2023-02-26 05:15:00,True
2055-02-28 18:57:00,13.69,0.0,2027.5,2023-02-26 05:36:00,
2055-02-28 19:17:00,13.56,0.0,2030.25,2023-02-26 05:56:00,True
2055-02-28 19:38:00,13.38,0.0,2028.0,2023-02-26 06:17:00,True
2055-02-28 19:58:00,13.5,0.0,2028.75,2023-02-26 06:37:00,True
2055-02-28 20:18:00,13.44,0.0,2030.25,2023-02-26 06:57:00,True
2055-02-28 20:39:00,13.44,0.0,2032.75,2023-02-26 07:18:00,True
2055-02-28 20:59:00,13.44,0.0,2035.75,2023-02-26 07:38:00,True
2055-02-28 21:20:00,13.38,0.0,2039.75,2023-02-26 07:59:00,True
2055-02-28 21:40:00,13.38,0.0,2043.5,2023-02-26 08:19:00,True
2055-02-28 22:01:00,13.31,0.0,2045.5,2023-02-26 08:40:00,True
2055-02-28 22:21:00,13.44,0.0,2050.5,2023-02-26 09:00:00,True
2055-02-28 22:42:00,13.19,0.0,2051.75,2023-02-26 09:21:00,
2055-02-28 23:02:00,13.38,0.0,2056.0,2023-02-26 09:41:00,True
2055-02-28 23:23:00,13.25,0.0,2058.0,2023-02-26 10:02:00,
2055-02-28 23:43:00,13.19,0.0,2058.75,2023-02-26 10:22:00,True
2055-03-01 00:04:00,13.38,0.0,2062.25,2023-02-26 10:43:00,
2055-03-01 00:24:00,13.25,0.0,2069.0,2023-02-26 11:03:00,True
2055-03-01 00:45:00,13.25,0.0,2083.5,2023-02-26 11:24:00,
2055-03-01 01:05:00,13.25,0.0,2081.25,2023-02-26 11:44:00,True
2055-03-01 01:26:00,13.44,0.0,2082.5,2023-02-26 12:05:00,
2055-03-01 01:46:00,13.5,0.0,2089.75,2023-02-26 12:25:00,True
2055-03-01 02:07:00,13.56,0.0,2087.0,2023-02-26 12:46:00,
2055-03-01 02:27:00,13.56,0.0,2083.75,2023-02-26 13:06:00,True
2055-03-01 02:47:00,13.69,0.0,2080.25,2023-02-26 13:26:00,True
2055-03-01 03:08:00,13.56,0.0,2080.0,2023-02-26 13:47:00,True
2055-03-01 03:28:00,13.75,0.0,2081.0,2023-02-26 14:07:00,True
2055-03-01 03:49:00,13.81,0.0,2080.75,2023-02-26 14:28:00,True
2055-03-01 04:09:00,13.81,0.0,2081.25,2023-02-26 14:48:00,True
2055-03-01 04:30:00,13.69,0.0,2081.0,2023-02-26 15:09:00,True
2055-03-01 04:50:00,13.81,0.0,2082.5,2023-02-26 15:29:00,True
2055-03-01 05:11:00,13.88,0.0,2083.75,2023-02-26 15:50:00,True
2055-03-01 05:31:00,13.88,0.0,2084.5,2023-02-26 16:10:00,True
2055-03-01 05:52:00,13.88,0.0,2084.0,2023-02-26 16:31:00,True
2055-03-01 06:12:00,13.94,0.0,2083.5,2023-02-26 16:51:00,True
2055-03-01 06:33:00,13.81,0.0,2076.25,2023-02-26 17:12:00,True
2055-03-01 06:53:00,13.88,0.0,2066.75,2023-02-26 17:32:00,
2055-03-01 07:14:00,13.81,0.0,2055.0,2023-02-26 17:53:00,
2055-03-01 07:34:00,13.88,0.0,2045.25,2023-02-26 18:13:00,True
2055-03-01 07:55:00,13.81,0.0,2038.5,2023-02-26 18:34:00,
2055-03-01 08:15:00,13.88,0.0,2029.25,2023-02-26 18:54:00,True
2055-03-01 08:36:00,13.81,0.0,2020.75,2023-02-26 19:15:00,
2055-03-01 08:56:00,13.75,0.0,2014.0,2023-02-26 19:35:00,
2055-03-01 09:17:00,13.75,0.0,2010.0,2023-02-26 19:56:00,
2055-03-01 09:37:00,13.75,0.0,2005.75,2023-02-26 20:16:00,True
2055-03-01 09:57:00,13.56,0.0,2005.0,2023-02-26 20:36:00,
2055-03-01 10:18:00,13.5,0.0,2006.75,2023-02-26 20:57:00,True
2055-03-01 10:38:00,13.56,0.0,2010.5,2023-02-26 21:17:00,
2055-03-01 10:59:00,13.5,0.0,2013.25,2023-02-26 21:38:00,True
2055-03-01 11:19:00,13.56,0.0,2013.5,2023-02-26 21:58:00,True
2055-03-01 11:40:00,13.56,0.0,2017.75,2023-02-26 22:19:00,True
2055-03-01 12:00:00,13.31,0.0,2022.5,2023-02-26 22:39:00,True
2055-03-01 12:21:00,13.5,0.0,2025.75,2023-02-26 23:00:00,
2055-03-01 12:41:00,13.38,0.0,2027.0,2023-02-26 23:20:00,True
2055-03-01 13:02:00,13.38,0.0,2032.25,2023-02-26 23:41:00,True
2055-03-01 13:22:00,13.44,0.0,2034.25,2023-02-27 00:01:00,True
2055-03-01 13:43:00,13.44,0.0,2036.75,2023-02-27 00:22:00,
2055-03-01 14:03:00,13.25,0.0,2040.25,2023-02-27 00:42:00,True
2055-03-01 14:23:00,13.44,0.0,2044.0,2023-02-27 01:02:00,True
2055-03-01 14:44:00,13.44,0.0,2047.25,2023-02-27 01:23:00,True
2055-03-01 15:04:00,13.44,0.0,2049.75,2023-02-27 01:43:00,True
2055-03-01 15:25:00,13.44,0.0,2053.25,2023-02-27 02:04:00,True
2055-03-01 15:45:00,13.5,0.0,2057.5,2023-02-27 02:24:00,True
2055-03-01 16:06:00,13.44,0.0,2060.25,2023-02-27 02:45:00,
2055-03-01 16:26:00,13.44,0.0,2058.5,2023-02-27 03:05:00,
2055-03-01 16:47:00,13.5,0.0,2058.75,2023-02-27 03:26:00,
2055-03-01 17:07:00,13.38,0.0,2058.5,2023-02-27 03:46:00,True
2055-03-01 17:28:00,13.31,0.0,2059.5,2023-02-27 04:07:00,
2055-03-01 17:48:00,13.44,0.0,2059.25,2023-02-27 04:27:00,True
2055-03-01 18:09:00,13.5,0.0,2064.0,2023-02-27 04:48:00,
2055-03-01 18:29:00,13.31,0.0,2065.5,2023-02-27 05:08:00,True
2055-03-01 18:49:00,13.31,0.0,2066.0,2023-02-27 05:28:00,
2055-03-01 19:10:00,13.5,0.0,2066.5,2023-02-27 05:49:00,True
2055-03-01 19:30:00,13.44,0.0,2070.0,2023-02-27 06:09:00,
2055-03-01 19:51:00,13.44,0.0,2071.25,2023-02-27 06:30:00,True
2055-03-01 20:11:00,13.44,0.0,2075.25,2023-02-27 06:50:00,True
2055-03-01 20:32:00,13.44,0.0,2073.0,2023-02-27 07:11:00,
2055-03-01 20:52:00,13.44,0.0,2073.25,2023-02-27 07:31:00,True
2055-03-01 21:13:00,13.38,0.0,2066.25,2023-02-27 07:52:00,
2055-03-01 21:33:00,13.44,0.0,2074.0,2023-02-27 08:12:00,
2055-03-01 21:54:00,13.38,0.0,2089.0,2023-02-27 08:33:00,
2055-03-01 22:14:00,13.44,0.0,2114.25,2023-02-27 08:53:00,True
2055-03-01 22:35:00,13.25,0.0,2166.5,2023-02-27 09:14:00,
2055-03-01 22:55:00,13.56,0.0,2209.25,2023-02-27 09:34:00,True
2055-03-01 23:16:00,13.69,0.0,2174.5,2023-02-27 09:55:00,
2055-03-01 23:36:00,13.81,0.0,2212.25,2023-02-27 10:15:00,True
2055-03-01 23:57:00,14.06,0.0,2196.75,2023-02-27 10:36:00,
2055-03-02 00:17:00,14.19,0.0,2193.5,2023-02-27 10:56:00,True
2055-03-02 00:38:00,14.38,0.0,2197.25,2023-02-27 11:17:00,
2055-03-02 00:58:00,14.5,0.0,2199.25,2023-02-27 11:37:00,
2055-03-02 01:19:00,14.62,0.0,2183.25,2023-02-27 11:58:00,
2055-03-02 01:39:00,14.88,0.0,2179.0,2023-02-27 12:18:00,True
2055-03-02 02:00:00,15.12,0.0,2176.5,2023-02-27 12:39:00,True
2055-03-02 02:20:00,15.38,0.0,2180.0,2023-02-27 12:59:00,True
2055-03-02 02:41:00,15.75,0.0,2184.5,2023-02-27 13:20:00,
2055-03-02 03:01:00,16.19,0.0,2181.25,2023-02-27 13:40:00,True
2055-03-02 03:22:00,16.38,0.0,2178.25,2023-02-27 14:01:00,True
2055-03-02 03:42:00,16.38,0.0,2182.5,2023-02-27 14:21:00,True
2055-03-02 04:03:00,16.31,0.0,2176.5,2023-02-27 14:42:00,True
2055-03-02 04:23:00,16.56,0.0,2167.5,2023-02-27 15:02:00,True
2055-03-02 04:44:00,16.81,0.0,2165.25,2023-02-27 15:23:00,True
2055-03-02 05:05:00,16.69,0.0,2157.5,2023-02-27 15:44:00,
2055-03-02 05:25:00,16.94,0.0,2146.75,2023-02-27 16:04:00,True
2055-03-02 05:46:00,16.94,0.0,2137.0,2023-02-27 16:25:00,
2055-03-02 06:06:00,16.75,0.0,2132.25,2023-02-27 16:45:00,True
2055-03-02 06:27:00,16.81,0.0,2123.0,2023-02-27 17:06:00,
2055-03-02 06:47:00,16.81,0.0,2117.5,2023-02-27 17:26:00,True
2055-03-02 07:08:00,16.81,0.0,2109.25,2023-02-27 17:47:00,
2055-03-02 07:28:00,16.69,0.0,2101.5,2023-02-27 18:07:00,True
2055-03-02 07:49:00,16.69,0.0,2094.75,2023-02-27 18:28:00,
2055-03-02 08:09:00,16.44,0.0,2086.75,2023-02-27 18:48:00,True
2055-03-02 08:30:00,16.5,0.0,2078.5,2023-02-27 19:09:00,
2055-03-02 08:50:00,16.44,0.0,2073.75,2023-02-27 19:29:00,
2055-03-02 09:11:00,16.38,0.0,2064.5,2023-02-27 19:50:00,
2055-03-02 09:31:00,16.25,0.0,2063.75,2023-02-27 20:10:00,True
2055-03-02 09:51:00,16.31,0.0,2065.5,2023-02-27 20:30:00,True
2055-03-02 10:12:00,16.12,0.0,2060.0,2023-02-27 20:51:00,True
2055-03-02 10:32:00,16.19,0.0,2055.75,2023-02-27 21:11:00,True
2055-03-02 10:53:00,16.12,0.0,2050.75,2023-02-27 21:32:00,True
2055-03-02 11:13:00,16.06,0.0,2041.0,2023-02-27 21:52:00,True
2055-03-02 11:34:00,15.94,0.0,2038.25,2023-02-27 22:13:00,
2055-03-02 11:54:00,15.88,0.0,2034.5,2023-02-27 22:33:00,
2055-03-02 12:15:00,15.81,0.0,2030.5,2023-02-27 22:54:00,
2055-03-02 12:35:00,15.56,0.0,2026.5,2023-02-27 23:14:00,True
2055-03-02 12:56:00,15.56,0.0,2021.0,2023-02-27 23:35:00,
2055-03-02 13:16:00,15.5,0.0,2022.75,2023-02-27 23:55:00,
2055-03-02 13:37:00,15.38,0.0,2022.5,2023-02-28 00:16:00,
2055-03-02 13:57:00,15.25,0.0,2018.0,2023-02-28 00:36:00,
2055-03-02 14:17:00,15.12,0.0,2018.25,2023-02-28 00:56:00,True
2055-03-02 14:38:00,15.06,0.0,2017.25,2023-02-28 01:17:00,True
2055-03-02 14:58:00,14.94,0.0,2016.75,2023-02-28 01:37:00,
2055-03-02 15:19:00,14.81,0.0,2016.25,2023-02-28 01:58:00,
2055-03-02 15:39:00,14.81,0.0,2012.0,2023-02-28 02:18:00,True
2055-03-02 16:00:00,14.81,0.0,2013.75,2023-02-28 02:39:00,
2055-03-02 16:20:00,14.69,0.0,2015.5,2023-02-28 02:59:00,
2055-03-02 16:41:00,14.62,0.0,2012.5,2023-02-28 03:20:00,
2055-03-02 17:01:00,14.5,0.0,2011.75,2023-02-28 03:40:00,True
2055-03-02 17:21:00,14.5,0.0,2008.75,2023-02-28 04:00:00,True
2055-03-02 17:42:00,14.5,0.0,2004.0,2023-02-28 04:21:00,True
2055-03-02 18:02:00,14.38,0.0,2000.75,2023-02-28 04:41:00,
2055-03-02 18:23:00,14.19,0.0,2000.0,2023-02-28 05:02:00,
2055-03-02 18:43:00,14.12,0.0,2001.75,2023-02-28 05:22:00,True
2055-03-02 19:04:00,14.19,0.0,1997.25,2023-02-28 05:43:00,
2055-03-02 19:24:00,14.12,0.0,1994.0,2023-02-28 06:03:00,
2055-03-02 19:45:00,14.06,0.0,1992.5,2023-02-28 06:24:00,
2055-03-02 20:05:00,13.81,0.0,1990.75,2023-02-28 06:44:00,
2055-03-02 20:25:00,13.94,0.0,1994.5,2023-02-28 07:04:00,
2055-03-02 20:46:00,13.88,0.0,1997.5,2023-02-28 07:25:00,
2055-03-02 21:06:00,13.94,0.0,2006.5,2023-02-28 07:45:00,True
2055-03-02 21:27:00,13.88,0.0,2013.75,2023-02-28 08:06:00,True
2055-03-02 21:47:00,13.81,0.0,2028.5,2023-02-28 08:26:00,True
2055-03-02 22:08:00,13.81,0.0,2062.0,2023-02-28 08:47:00,
2055-03-02 22:28:00,13.81,0.0,2127.5,2023-02-28 09:07:00,True
2055-03-02 22:49:00,14.0,0.0,2193.75,2023-02-28 09:28:00,
2055-03-02 23:09:00,14.0,0.0,2164.0,2023-02-28 09:48:00,True
2055-03-02 23:30:00,14.31,0.0,2185.75,2023-02-28 10:09:00,
2055-03-02 23:50:00,14.38,0.0,2188.0,2023-02-28 10:29:00,
2055-03-03 00:11:00,14.5,0.0,2176.0,2023-02-28 10:50:00,True
2055-03-03 00:31:00,14.94,0.0,2166.25,2023-02-28 11:10:00,True
2055-03-03 00:52:00,14.94,0.0,2190.25,2023-02-28 11:31:00,True
2055-03-03 01:12:00,15.19,0.0,2149.25,2023-02-28 11:51:00,True
2055-03-03 01:33:00,15.56,0.0,2137.75,2023-02-28 12:12:00,True
2055-03-03 01:53:00,15.75,0.0,2132.75,2023-02-28 12:32:00,True
2055-03-03 02:14:00,16.12,0.0,2138.25,2023-02-28 12:53:00,
2055-03-03 02:34:00,16.62,0.0,2133.75,2023-02-28 13:13:00,
2055-03-03 02:55:00,17.06,0.0,2140.5,2023-02-28 13:34:00,True
2055-03-03 03:15:00,17.31,0.0,2122.0,2023-02-28 13:54:00,
2055-03-03 03:36:00,17.31,0.0,2117.5,2023-02-28 14:15:00,True
2055-03-03 03:57:00,17.19,0.0,2118.5,2023-02-28 14:36:00,
2055-03-03 04:17:00,17.31,0.0,2120.5,2023-02-28 14:56:00,True
2055-03-03 04:38:00,17.38,0.0,2122.75,2023-02-28 15:17:00,
2055-03-03 04:58:00,17.44,0.0,2120.0,2023-02-28 15:37:00,True
2055-03-03 05:19:00,17.25,0.0,2118.5,2023-02-28 15:58:00,
2055-03-03 05:39:00,17.44,0.0,2117.75,2023-02-28 16:18:00,True
2055-03-03 06:00:00,17.5,0.0,2106.75,2023-02-28 16:39:00,
2055-03-03 06:20:00,17.31,0.0,2102.5,2023-02-28 16:59:00,True
2055-03-03 06:41:00,17.5,0.0,2102.25,2023-02-28 17:20:00,
2055-03-03 07:01:00,17.31,0.0,2097.5,2023-02-28 17:40:00,True
2055-03-03 07:22:00,17.12,0.0,2090.25,2023-02-28 18:01:00,
2055-03-03 07:42:00,17.12,0.0,2086.75,2023-02-28 18:21:00,
2055-03-03 08:03:00,17.19,0.0,2108.5,2023-02-28 18:42:00,
2055-03-03 08:23:00,17.12,0.0,2099.0,2023-02-28 19:02:00,True
2055-03-03 08:44:00,17.12,0.0,2079.75,2023-02-28 19:23:00,
2055-03-03 09:04:00,17.12,0.0,2099.25,2023-02-28 19:43:00,True
2055-03-03 09:25:00,17.0,0.0,2092.25,2023-02-28 20:04:00,
2055-03-03 09:45:00,16.88,0.0,2096.0,2023-02-28 20:24:00,True
2055-03-03 10:06:00,17.0,0.0,2094.5,2023-02-28 20:45:00,
2055-03-03 10:26:00,17.0,0.0,2092.75,2023-02-28 21:05:00,
2055-03-03 10:47:00,16.88,0.0,2088.25,2023-02-28 21:26:00,
2055-03-03 11:07:00,16.69,0.0,2093.25,2023-02-28 21:46:00,True
2055-03-03 11:27:00,16.62,0.0,2083.75,2023-02-28 22:06:00,True
2055-03-03 11:48:00,16.75,0.0,2083.75,2023-02-28 22:27:00,True
2055-03-03 12:08:00,16.69,0.0,2095.75,2023-02-28 22:47:00,True
2055-03-03 12:29:00,16.56,0.0,2085.25,2023-02-28 23:08:00,True
2055-03-03 12:49:00,16.62,0.0,2075.75,2023-02-28 23:28:00,True
2055-03-03 13:10:00,16.5,0.0,2085.25,2023-02-28 23:49:00,True
2055-03-03 13:30:00,16.5,0.0,2080.25,2023-03-01 00:09:00,True
2055-03-03 13:51:00,16.38,0.0,2081.5,2023-03-01 00:30:00,True
2055-03-03 14:11:00,16.31,0.0,2082.0,2023-03-01 00:50:00,True
2055-03-03 14:32:00,16.31,0.0,2089.75,2023-03-01 01:11:00,True
2055-03-03 14:52:00,16.31,0.0,2093.5,2023-03-01 01:31:00,
2055-03-03 15:13:00,16.19,0.0,2092.5,2023-03-01 01:52:00,True
2055-03-03 15:33:00,16.12,0.0,2069.75,2023-03-01 02:12:00,True
2055-03-03 15:54:00,16.19,0.0,2066.25,2023-03-01 02:33:00,
2055-03-03 16:14:00,16.12,0.0,2059.25,2023-03-01 02:53:00,True
2055-03-03 16:35:00,15.94,0.0,2056.5,2023-03-01 03:14:00,
2055-03-03 16:55:00,16.0,0.0,2059.0,2023-03-01 03:34:00,True
2055-03-03 17:16:00,16.0,0.0,2054.0,2023-03-01 03:55:00,
2055-03-03 17:36:00,16.0,0.0,2057.75,2023-03-01 04:15:00,True
2055-03-03 17:57:00,16.06,0.0,2050.5,2023-03-01 04:36:00,
2055-03-03 18:17:00,15.94,0.0,2051.25,2023-03-01 04:56:00,True
2055-03-03 18:38:00,15.88,0.0,2040.75,2023-03-01 05:17:00,
2055-03-03 18:58:00,15.94,0.0,2042.25,2023-03-01 05:37:00,True
2055-03-03 19:19:00,15.94,0.0,2045.5,2023-03-01 05:58:00,
2055-03-03 19:39:00,15.94,0.0,2047.25,2023-03-01 06:18:00,
2055-03-03 20:00:00,15.94,0.0,2054.25,2023-03-01 06:39:00,
2055-03-03 20:20:00,15.94,0.0,2043.0,2023-03-01 06:59:00,True
2055-03-03 20:41:00,15.94,0.0,2043.5,2023-03-01 07:20:00,
2055-03-03 21:01:00,15.88,0.0,2045.5,2023-03-01 07:40:00,True
2055-03-03 21:22:00,15.81,0.0,2040.0,2023-03-01 08:01:00,
2055-03-03 21:42:00,15.81,0.0,2053.0,2023-03-01 08:21:00,True
2055-03-03 22:02:00,15.88,0.0,2053.75,2023-03-01 08:41:00,
2055-03-03 22:23:00,15.81,0.0,2061.25,2023-03-01 09:02:00,True
2055-03-03 22:43:00,15.94,0.0,2094.25,2023-03-01 09:22:00,True
2055-03-03 23:04:00,15.94,0.0,2108.5,2023-03-01 09:43:00,True
2055-03-03 23:25:00,16.0,0.0,2073.25,2023-03-01 10:04:00,
2055-03-03 23:45:00,16.12,0.0,2116.5,2023-03-01 10:24:00,True
2055-03-04 00:06:00,16.44,0.0,2114.0,2023-03-01 10:45:00,
2055-03-04 00:26:00,16.5,0.0,2132.0,2023-03-01 11:05:00,True
2055-03-04 00:47:00,16.62,0.0,2140.25,2023-03-01 11:26:00,True
2055-03-04 01:07:00,16.94,0.0,2133.0,2023-03-01 11:46:00,True
