Date,Temp,EC,Turbidity
2055-03-06 00:15,14.62,0.00,2129.00
2055-03-06 00:36,14.81,0.00,2140.75
2055-03-06 00:56,14.88,0.00,2152.00
2055-03-06 01:17,14.94,0.00,2163.00
2055-03-06 01:37,15.31,0.00,2168.25
2055-03-06 01:58,15.44,0.00,2175.25
2055-03-06 02:18,15.75,0.00,2179.50
2055-03-06 02:39,16.00,0.00,2183.75
2055-03-06 02:59,16.19,0.00,2190.00
2055-03-06 03:20,16.38,0.00,2191.50
2055-03-06 03:40,17.00,0.00,2190.25
2055-03-06 04:01,17.06,0.00,2186.00
2055-03-06 04:22,16.94,0.00,2185.00
2055-03-06 04:42,17.12,0.00,2184.75
2055-03-06 05:03,17.12,0.00,2181.00
2055-03-06 05:23,17.12,0.00,2176.50
2055-03-06 05:44,17.12,0.00,2170.75
2055-03-06 06:04,17.12,0.00,2165.50
2055-03-06 06:25,17.12,0.00,2162.50
2055-03-06 06:45,17.00,0.00,2154.25
2055-03-06 07:06,16.88,0.00,2145.50
2055-03-06 07:26,16.94,0.00,2135.50
2055-03-06 07:47,17.00,0.00,2126.50
2055-03-06 08:07,16.88,0.00,2115.50
2055-03-06 08:28,16.81,0.00,2109.00
2055-03-06 08:48,16.69,0.00,2104.25
2055-03-06 09:09,16.50,0.00,2097.50
2055-03-06 09:29,16.62,0.00,2091.75
2055-03-06 09:50,16.50,0.00,2087.25
2055-03-06 10:10,16.38,0.00,2082.75
2055-03-06 10:30,16.44,0.00,2080.75
2055-03-06 10:51,16.38,0.00,2073.00
2055-03-06 11:11,16.25,0.00,2072.00
2055-03-06 11:32,16.25,0.00,2069.50
2055-03-06 11:52,16.25,0.00,2062.50
2055-03-06 12:13,16.31,0.00,2061.25
2055-03-06 12:33,16.19,0.00,2060.25
2055-03-06 12:54,16.06,0.00,2059.50
2055-03-06 13:14,15.94,0.00,2056.50
2055-03-06 13:35,15.81,0.00,2053.50
2055-03-06 13:55,15.81,0.00,2046.75
2055-03-06 14:16,15.75,0.00,2040.75
2055-03-06 14:36,15.62,0.00,2043.75
2055-03-06 14:56,15.62,0.00,2042.25
2055-03-06 15:17,15.56,0.00,2040.25
2055-03-06 15:37,15.44,0.00,2044.50
2055-03-06 15:58,15.38,0.00,2046.25
2055-03-06 16:18,15.31,0.00,2045.00
2055-03-06 16:39,15.38,0.00,2047.75
2055-03-06 16:59,15.25,0.00,2046.50
2055-03-06 17:20,15.19,0.00,2040.75
2055-03-06 17:40,15.06,0.00,2041.75
2055-03-06 18:01,15.06,0.00,2041.25
2055-03-06 18:21,15.06,0.00,2047.75
2055-03-06 18:41,15.00,0.00,2054.25
2055-03-06 19:02,15.00,0.00,2058.75
2055-03-06 19:22,15.00,0.00,2059.50
2055-03-06 19:43,14.88,0.00,2058.00
2055-03-06 20:03,14.81,0.00,2059.75
2055-03-06 20:24,14.81,0.00,2063.75
2055-03-06 20:44,14.81,0.00,2067.50
2055-03-06 21:05,14.81,0.00,2074.75
2055-03-06 21:25,14.69,0.00,2080.50
2055-03-06 21:46,14.81,0.00,2089.50
2055-03-06 22:06,14.81,0.00,2097.50
2055-03-06 22:27,14.69,0.00,2101.25
2055-03-06 22:47,14.88,0.00,2113.00
2055-03-06 23:08,14.94,0.00,2132.75
2055-03-06 23:28,15.00,0.00,2141.50
2055-03-06 23:49,15.12,0.00,2166.50
